Faction,VoiceId,EventId,Variant,FrequencyTier,Priority,CooldownSeconds,ConcurrencyGroup,InterruptPolicy,ContextDescription,TextRu,SpokenTextRu,Emotion,Pace,Intensity,ControlInstruction,CanonicalSource,CanonicalPreserved,Status,Notes
CO,EVA_CO_HARMONIA,VEHICLE_READY,03,Frequent,3,2.0,CG_Production,Queue,Бронетехника готова,Разведшагоход «Камакири» принят эскадроном.,Разведшагоход Камакири принят эскадроном.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=VEHICLE_READY;Variant=03
CO,EVA_CO_HARMONIA,VEHICLE_READY,04,Frequent,3,2.0,CG_Production,Queue,Бронетехника готова,Мобильная крепость «Тяньмэнь» подготовлена.,Мобильная крепость Тяньмэнь подготовлена.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=VEHICLE_READY;Variant=04
CO,EVA_CO_HARMONIA,AIRCRAFT_READY,01,Frequent,3,2.0,CG_Production,Queue,Авиазвено готово,Воздушное звено поднялось на патрулирование.,Воздушное звено поднялось на патрулирование.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=AIRCRAFT_READY;Variant=01
CO,EVA_CO_HARMONIA,AIRCRAFT_READY,02,Frequent,3,2.0,CG_Production,Queue,Авиазвено готово,Дрон «Кавасэми» запущен в автономный полет.,Дрон Кавасэми запущен в автономный полет.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=AIRCRAFT_READY;Variant=02
CO,EVA_CO_HARMONIA,AIRCRAFT_READY,03,Frequent,3,2.0,CG_Production,Queue,Авиазвено готово,Штурмовик «Лэйхэ» готов к нанесению удара.,Штурмовик Лэйхэ готов к нанесению удара.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=AIRCRAFT_READY;Variant=03
CO,EVA_CO_HARMONIA,AIRCRAFT_READY,04,Frequent,3,2.0,CG_Production,Queue,Авиазвено готово,Бомбардировщик «Агнипакша» на взлётной полосе.,Бомбардировщик Агнипакша на взлётной полосе.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=AIRCRAFT_READY;Variant=04
CO,EVA_CO_HARMONIA,NAVAL_UNIT_READY,01,Frequent,3,2.0,CG_Production,Queue,Морской узел готов,Морской узел вошел в акваторию.,Морской узел вошел в акваторию.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=NAVAL_UNIT_READY;Variant=01
CO,EVA_CO_HARMONIA,NAVAL_UNIT_READY,02,Frequent,3,2.0,CG_Production,Queue,Морской узел готов,Рельсовый крейсер «Сюаньу» спущен на воду.,Рельсовый крейсер Сюаньу спущен на воду.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=NAVAL_UNIT_READY;Variant=02
CO,EVA_CO_HARMONIA,NAVAL_UNIT_READY,03,Frequent,3,2.0,CG_Production,Queue,Морской узел готов,Подводный авианосец «Самудра» занял глубину.,Подводный авианосец Самудра занял глубину.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=NAVAL_UNIT_READY;Variant=03
CO,EVA_CO_HARMONIA,NAVAL_UNIT_READY,04,Frequent,3,2.0,CG_Production,Queue,Морской узел готов,Корвет «Кадзэкири» присоединён к флоту.,Корвет Кадзэкири присоединён к флоту.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=NAVAL_UNIT_READY;Variant=04
CO,EVA_CO_HARMONIA,CONSTRUCTION_COMPLETE,01,Frequent,3,2.0,CG_Production,Queue,Узел построен,Строительство узла завершено.,Строительство узла завершено.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=CONSTRUCTION_COMPLETE;Variant=01
CO,EVA_CO_HARMONIA,CONSTRUCTION_COMPLETE,02,Frequent,3,2.0,CG_Production,Queue,Узел построен,Новая структура интегрирована в сеть.,Новая структура интегрирована в сеть.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=CONSTRUCTION_COMPLETE;Variant=02
CO,EVA_CO_HARMONIA,CONSTRUCTION_COMPLETE,03,Frequent,3,2.0,CG_Production,Queue,Узел построен,Гармонический модуль введён в действие.,Гармонический модуль введён в действие.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=CONSTRUCTION_COMPLETE;Variant=03
CO,EVA_CO_HARMONIA,CONSTRUCTION_COMPLETE,04,Frequent,3,2.0,CG_Production,Queue,Узел построен,Архитектурный узел установлен.,Архитектурный узел установлен.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=CONSTRUCTION_COMPLETE;Variant=04
CO,EVA_CO_HARMONIA,INSUFFICIENT_FUNDS,01,Frequent,3,10.0,CG_Economy,DropIfBusy,Нехватка ресурсов «Юань»,Недостаточно ресурсов для сохранения баланса.,Недостаточно ресурсов для сохранения баланса.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=INSUFFICIENT_FUNDS;Variant=01
CO,EVA_CO_HARMONIA,INSUFFICIENT_FUNDS,02,Frequent,3,10.0,CG_Economy,DropIfBusy,Нехватка ресурсов «Юань»,Ресурсный резерв истощен. Пополните запасы.,Ресурсный резерв истощен. Пополните запасы.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=INSUFFICIENT_FUNDS;Variant=02
CO,EVA_CO_HARMONIA,INSUFFICIENT_FUNDS,03,Frequent,3,10.0,CG_Economy,DropIfBusy,Нехватка ресурсов «Юань»,Синтез приостановлен: нехватка юаней.,Синтез приостановлен: нехватка юаней.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=INSUFFICIENT_FUNDS;Variant=03
CO,EVA_CO_HARMONIA,INSUFFICIENT_FUNDS,04,Frequent,3,10.0,CG_Economy,DropIfBusy,Нехватка ресурсов «Юань»,Строительный протокол требует дополнительных затрат.,Строительный протокол требует дополнительных затрат.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=INSUFFICIENT_FUNDS;Variant=04
CO,EVA_CO_HARMONIA,BASE_UNDER_ATTACK,01,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Нарушение целостности сети,Противник нарушает целостность нашей сети.,Противник нарушает целостность нашей сети.,Controlled,Measured,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Bible_v2,true,Approved,Faction=CO;Event=BASE_UNDER_ATTACK;Variant=01
CO,EVA_CO_HARMONIA,BASE_UNDER_ATTACK,02,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Нарушение целостности сети,Обнаружено деструктивное воздействие на узел базы.,Обнаружено деструктивное воздействие на узел базы.,Controlled,Measured,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=BASE_UNDER_ATTACK;Variant=02
CO,EVA_CO_HARMONIA,BASE_UNDER_ATTACK,03,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Нарушение целостности сети,Внешний контур Командного дворца атакован.,Внешний контур Командного дворца атакован.,Controlled,Measured,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=BASE_UNDER_ATTACK;Variant=03
CO,EVA_CO_HARMONIA,BASE_UNDER_ATTACK,04,Frequent,2,5.0,CG_CombatAlert,InterruptImmediate,Нарушение целостности сети,Вражеские силы пытаются разорвать построение.,Вражеские силы пытаются разорвать построение.,Controlled,Measured,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=BASE_UNDER_ATTACK;Variant=04
CO,EVA_CO_HARMONIA,HARVESTER_UNDER_ATTACK,01,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на платформу «Юань»,Добывающая платформа «Юань» подверглась атаке!,Добывающая платформа Юань подверглась атаке!,Controlled,Fast,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=HARVESTER_UNDER_ATTACK;Variant=01
CO,EVA_CO_HARMONIA,HARVESTER_UNDER_ATTACK,02,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на платформу «Юань»,Ресурсный собиратель атакован противником.,Ресурсный собиратель атакован противником.,Controlled,Fast,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=HARVESTER_UNDER_ATTACK;Variant=02
CO,EVA_CO_HARMONIA,HARVESTER_UNDER_ATTACK,03,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на платформу «Юань»,Угроза уничтожения узла «Юань».,Угроза уничтожения узла Юань.,Controlled,Fast,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=HARVESTER_UNDER_ATTACK;Variant=03
CO,EVA_CO_HARMONIA,HARVESTER_UNDER_ATTACK,04,Frequent,2,8.0,CG_CombatAlert,InterruptImmediate,Атака на платформу «Юань»,Восстановите защиту добывающей техники.,Восстановите защиту добывающей техники.,Controlled,Fast,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=HARVESTER_UNDER_ATTACK;Variant=04
CO,EVA_CO_HARMONIA,POWER_LOW,01,Frequent,2,10.0,CG_Economy,InterruptImmediate,Нестабильность энергосвязей,Энергетические связи нестабильны.,Энергетические связи нестабильны.,Controlled,Measured,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Bible_v2,true,Approved,Faction=CO;Event=POWER_LOW;Variant=01
CO,EVA_CO_HARMONIA,POWER_LOW,02,Frequent,2,10.0,CG_Economy,InterruptImmediate,Нестабильность энергосвязей,Нарушена гармония энергетической сети.,Нарушена гармония энергетической сети.,Controlled,Measured,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=POWER_LOW;Variant=02
CO,EVA_CO_HARMONIA,POWER_LOW,03,Frequent,2,10.0,CG_Economy,InterruptImmediate,Нестабильность энергосвязей,Нехватка энергии снижает защитные щиты.,Нехватка энергии снижает защитные щиты.,Controlled,Measured,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=POWER_LOW;Variant=03
CO,EVA_CO_HARMONIA,POWER_LOW,04,Frequent,2,10.0,CG_Economy,InterruptImmediate,Нестабильность энергосвязей,Восстановите баланс энергогенерации.,Восстановите баланс энергогенерации.,Controlled,Measured,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=POWER_LOW;Variant=04
CO,EVA_CO_HARMONIA,COMMAND_CAP_REACHED,01,Frequent,3,10.0,CG_Economy,DropIfBusy,Лимит сети исчерпан,Предел емкости гармонической сети достигнут.,Предел емкости гармонической сети достигнут.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=COMMAND_CAP_REACHED;Variant=01
CO,EVA_CO_HARMONIA,COMMAND_CAP_REACHED,02,Frequent,3,10.0,CG_Economy,DropIfBusy,Лимит сети исчерпан,Построение максимально укомплектовано.,Построение максимально укомплектовано.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=COMMAND_CAP_REACHED;Variant=02
CO,EVA_CO_HARMONIA,COMMAND_CAP_REACHED,03,Frequent,3,10.0,CG_Economy,DropIfBusy,Лимит сети исчерпан,Синхронизация новых звеньев невозможно без дополнительных узлов.,Синхронизация новых звеньев невозможно без дополнительных узлов.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=COMMAND_CAP_REACHED;Variant=03
CO,EVA_CO_HARMONIA,COMMAND_CAP_REACHED,04,Frequent,3,10.0,CG_Economy,DropIfBusy,Лимит сети исчерпан,Командный лимит полон.,Командный лимит полон.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=COMMAND_CAP_REACHED;Variant=04
CO,EVA_CO_HARMONIA,STEALTH_UNIT_DETECTED,01,Frequent,2,6.0,CG_Intel,InterruptImmediate,Маскировка противника вскрыта,Скрытый элемент противника обнаружен в сети.,Скрытый элемент противника обнаружен в сети.,Controlled,Fast,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=STEALTH_UNIT_DETECTED;Variant=01
CO,EVA_CO_HARMONIA,STEALTH_UNIT_DETECTED,02,Frequent,2,6.0,CG_Intel,InterruptImmediate,Маскировка противника вскрыта,Аномальное искажение поля вскрыло невидимую цель.,Аномальное искажение поля вскрыло невидимую цель.,Controlled,Fast,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=STEALTH_UNIT_DETECTED;Variant=02
CO,EVA_CO_HARMONIA,STEALTH_UNIT_DETECTED,03,Frequent,2,6.0,CG_Intel,InterruptImmediate,Маскировка противника вскрыта,Зафиксирован замаскированный юнит врага.,Зафиксирован замаскированный юнит врага.,Controlled,Fast,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=STEALTH_UNIT_DETECTED;Variant=03
CO,EVA_CO_HARMONIA,STEALTH_UNIT_DETECTED,04,Frequent,2,6.0,CG_Intel,InterruptImmediate,Маскировка противника вскрыта,Стелс-проникновение зафиксировано.,Стелс-проникновение зафиксировано.,Controlled,Fast,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=STEALTH_UNIT_DETECTED;Variant=04
CO,EVA_CO_HARMONIA,MATCH_START,01,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Старт матча,Командный дворец соединён с сетью. Гармония установлена.,Командный дворец соединён с сетью. Гармония установлена.,Serene,Measured,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Bible_v2,true,Approved,Faction=CO;Event=MATCH_START;Variant=01
CO,EVA_CO_HARMONIA,MATCH_START,02,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Старт матча,ИИ Гармония активирован. Все узлы приведены в готовность.,ИИ Гармония активирован. Все узлы приведены в готовность.,Serene,Measured,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=MATCH_START;Variant=02
CO,EVA_CO_HARMONIA,MATCH_VICTORY,01,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Победа,Противник лишён координации. Поле стабилизировано.,Противник лишён координации. Поле стабилизировано.,Serene,Measured,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Bible_v2,true,Approved,Faction=CO;Event=MATCH_VICTORY;Variant=01
CO,EVA_CO_HARMONIA,MATCH_VICTORY,02,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Победа,Полная синхронизация достигнута. Победа Коалиции.,Полная синхронизация достигнута. Победа Коалиции.,Serene,Measured,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=MATCH_VICTORY;Variant=02
CO,EVA_CO_HARMONIA,MATCH_DEFEAT,01,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Поражение,Связь между узлами потеряна. Система распалась.,Связь между узлами потеряна. Система распалась.,Restrained,Slow,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Bible_v2,true,Approved,Faction=CO;Event=MATCH_DEFEAT;Variant=01
CO,EVA_CO_HARMONIA,MATCH_DEFEAT,02,Rare,1,0.0,CG_MatchFlow,NeverInterrupt,Поражение,Разрыв сетевого баланса. Управление полностью утрачено.,Разрыв сетевого баланса. Управление полностью утрачено.,Restrained,Slow,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=MATCH_DEFEAT;Variant=02
CO,EVA_CO_HARMONIA,COMMAND_CENTER_DESTROYED,01,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Уничтожение Командного дворца,Командный дворец разрушен! Сеть дестабилизирована!,Командный дворец разрушен! Сеть дестабилизирована!,Controlled,Fast,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=COMMAND_CENTER_DESTROYED;Variant=01
CO,EVA_CO_HARMONIA,COMMAND_CENTER_DESTROYED,02,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Уничтожение Командного дворца,Центральный узел гармонии уничтожен.,Центральный узел гармонии уничтожен.,Controlled,Fast,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=COMMAND_CENTER_DESTROYED;Variant=02
CO,EVA_CO_HARMONIA,MOBILE_COMMAND_UNIT_DESTROYED,01,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Потеря МКМ,Мобильный командный узел разрушен!,Мобильный командный узел разрушен!,Controlled,Fast,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=MOBILE_COMMAND_UNIT_DESTROYED;Variant=01
CO,EVA_CO_HARMONIA,MOBILE_COMMAND_UNIT_DESTROYED,02,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Потеря МКМ,Мобильный узел строительства потерян.,Мобильный узел строительства потерян.,Controlled,Fast,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=MOBILE_COMMAND_UNIT_DESTROYED;Variant=02
CO,EVA_CO_HARMONIA,HERO_LOST,01,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Гибель Командира Мэй Цзянь,Командир Мэй Цзянь погибла в бою!,Командир Мэй Цзянь погибла в бою!,Controlled,Fast,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=HERO_LOST;Variant=01
CO,EVA_CO_HARMONIA,HERO_LOST,02,Rare,1,0.0,CG_MatchFlow,InterruptImmediate,Гибель Командира Мэй Цзянь,Связь с командиром Мэй Цзянь прервана.,Связь с командиром Мэй Цзянь прервана.,Restrained,Slow,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=HERO_LOST;Variant=02
CO,EVA_CO_HARMONIA,OWN_SUPERWEAPON_FIRED,01,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Пуск Сейсмического резонатора,Сейсмический резонатор активирован!,Сейсмический резонатор активирован!,Serene,Measured,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=OWN_SUPERWEAPON_FIRED;Variant=01
CO,EVA_CO_HARMONIA,OWN_SUPERWEAPON_FIRED,02,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Пуск Сейсмического резонатора,Ударная волна резонатора направлена в эпицентр.,Ударная волна резонатора направлена в эпицентр.,Serene,Measured,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=OWN_SUPERWEAPON_FIRED;Variant=02
CO,EVA_CO_HARMONIA,ENEMY_SUPERWEAPON_FIRED,01,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Стратегическое возмущение врага,Обнаружено стратегическое возмущение.,Обнаружено стратегическое возмущение.,Controlled,Fast,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Bible_v2,true,Approved,Faction=CO;Event=ENEMY_SUPERWEAPON_FIRED;Variant=01
CO,EVA_CO_HARMONIA,ENEMY_SUPERWEAPON_FIRED,02,Rare,1,0.0,CG_Superweapon,InterruptImmediate,Стратегическое возмущение врага,Зафиксирован запуск катастрофического оружия противника!,Зафиксирован запуск катастрофического оружия противника!,Controlled,Fast,Critical,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=ENEMY_SUPERWEAPON_FIRED;Variant=02
CO,EVA_CO_HARMONIA,FACTION_RESOURCE_MAX,01,Rare,2,15.0,CG_Intel,Queue,Синхронизация 100%,Сеть достигла полной синхронизации.,Сеть достигла полной синхронизации.,Serene,Measured,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Bible_v2,true,Approved,Faction=CO;Event=FACTION_RESOURCE_MAX;Variant=01
CO,EVA_CO_HARMONIA,FACTION_RESOURCE_MAX,02,Rare,2,15.0,CG_Intel,Queue,Синхронизация 100%,Синхронизация 100%. Пассивные щиты работают на полную мощность.,Синхронизация сто процентов. Пассивные щиты работают на полную мощность.,Serene,Measured,High,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=FACTION_RESOURCE_MAX;Variant=02
CO,EVA_CO_HARMONIA,BUILDING_UNDER_ATTACK,01,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Повреждение узла,Вспомогательный узел повреждён.,Вспомогательный узел повреждён.,Controlled,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=BUILDING_UNDER_ATTACK;Variant=01
CO,EVA_CO_HARMONIA,BUILDING_UNDER_ATTACK,02,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Повреждение узла,Внешняя турель под обстрелом.,Внешняя турель под обстрелом.,Controlled,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=BUILDING_UNDER_ATTACK;Variant=02
CO,EVA_CO_HARMONIA,BUILDING_UNDER_ATTACK,03,Standard,2,5.0,CG_CombatAlert,DropIfBusy,Повреждение узла,Оборонительное сооружение атаковано.,Оборонительное сооружение атаковано.,Controlled,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=BUILDING_UNDER_ATTACK;Variant=03
CO,EVA_CO_HARMONIA,STRUCTURE_SOLD,01,Standard,3,2.0,CG_Production,Queue,Продажа строения,Узел аккуратно расформирован.,Узел аккуратно расформирован.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=STRUCTURE_SOLD;Variant=01
CO,EVA_CO_HARMONIA,STRUCTURE_SOLD,02,Standard,3,2.0,CG_Production,Queue,Продажа строения,Строение демонтировано.,Строение демонтировано.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=STRUCTURE_SOLD;Variant=02
CO,EVA_CO_HARMONIA,STRUCTURE_SOLD,03,Standard,3,2.0,CG_Production,Queue,Продажа строения,Ресурсы возвращены в сеть.,Ресурсы возвращены в сеть.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=STRUCTURE_SOLD;Variant=03
CO,EVA_CO_HARMONIA,CONSTRUCTION_CANCELLED,01,Standard,3,2.0,CG_Production,Queue,Отмена строительства,Создание узла отменено.,Создание узла отменено.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=CONSTRUCTION_CANCELLED;Variant=01
CO,EVA_CO_HARMONIA,CONSTRUCTION_CANCELLED,02,Standard,3,2.0,CG_Production,Queue,Отмена строительства,Формирование модуля остановлено.,Формирование модуля остановлено.,Serene,Measured,Medium,"Calm disciplined female strategic command voice, elegant and precise, controlled emotion, measured pace, subtle authority, clear standard Russian.",RA4_Design_v2,false,Approved,Faction=CO;Event=CONSTRUCTION_CANCELLED;Variant=02
